Entity,Code,Year,Renewables per capita (kWh - equivalent)
Hong Kong,HKG,2016,93.31514
Hong Kong,HKG,2017,101.42972
Hong Kong,HKG,2018,117.44354
Hong Kong,HKG,2019,117.42616
Hong Kong,HKG,2020,150.83698
Hong Kong,HKG,2021,205.43729
Hong Kong,HKG,2022,276.69775
Hong Kong,HKG,2023,314.23126
Hungary,HUN,1965,21.869368
Hungary,HUN,1966,29.075357
Hungary,HUN,1967,23.755962
Hungary,HUN,1968,25.689482
Hungary,HUN,1969,27.323257
Hungary,HUN,1970,25.225956
Hungary,HUN,1971,27.439415
Hungary,HUN,1972,31.346327
Hungary,HUN,1973,28.687922
Hungary,HUN,1974,22.902777
Hungary,HUN,1975,45.81541
Hungary,HUN,1976,46.122116
Hungary,HUN,1977,41.456043
Hungary,HUN,1978,38.26252
Hungary,HUN,1979,40.37518
Hungary,HUN,1980,30.955471
Hungary,HUN,1981,46.511745
Hungary,HUN,1982,44.12329
Hungary,HUN,1983,43.15377
Hungary,HUN,1984,50.58308
Hungary,HUN,1985,43.473766
Hungary,HUN,1986,43.345345
Hungary,HUN,1987,47.73347
Hungary,HUN,1988,47.893253
Hungary,HUN,1989,44.935703
Hungary,HUN,1990,55.95724
Hungary,HUN,1991,62.678
Hungary,HUN,1992,59.21329
Hungary,HUN,1993,59.412083
Hungary,HUN,1994,59.92055
Hungary,HUN,1995,63.981945
Hungary,HUN,1996,74.862885
Hungary,HUN,1997,78.541626
Hungary,HUN,1998,63.333763
Hungary,HUN,1999,72.599144
Hungary,HUN,2000,71.93037
Hungary,HUN,2001,75.93083
Hungary,HUN,2002,69.29614
Hungary,HUN,2003,100.95479
Hungary,HUN,2004,289.5019
Hungary,HUN,2005,588.6208
Hungary,HUN,2006,478.5793
Hungary,HUN,2007,620.19403
Hungary,HUN,2008,924.22925
Hungary,HUN,2009,1095.9808
Hungary,HUN,2010,1135.398
Hungary,HUN,2011,1016.66595
Hungary,HUN,2012,986.82074
Hungary,HUN,2013,1013.7723
Hungary,HUN,2014,1189.6287
Hungary,HUN,2015,1198.0931
Hungary,HUN,2016,1217.1868
Hungary,HUN,2017,1256.4393
Hungary,HUN,2018,1375.4564
Hungary,HUN,2019,1630.6243
Hungary,HUN,2020,1944.6886
Hungary,HUN,2021,2334.5867
Hungary,HUN,2022,2482.098
Hungary,HUN,2023,2734.0393
Iceland,ISL,1965,9850.891
Iceland,ISL,1966,9434.722
Iceland,ISL,1967,9887.232
Iceland,ISL,1968,10081.028
Iceland,ISL,1969,12533.7295
Iceland,ISL,1970,20599.457
Iceland,ISL,1971,22245.781
Iceland,ISL,1972,24359.781
Iceland,ISL,1973,30690.053
Iceland,ISL,1974,31091.83
Iceland,ISL,1975,30144.88
Iceland,ISL,1976,31787.523
Iceland,ISL,1977,33783.47
Iceland,ISL,1978,34674.625
Iceland,ISL,1979,37480.625
Iceland,ISL,1980,40105.12
Iceland,ISL,1981,41015.996
Iceland,ISL,1982,44981.613
Iceland,ISL,1983,46793.746
Iceland,ISL,1984,48166.227
Iceland,ISL,1985,46844.152
Iceland,ISL,1986,49154.883
Iceland,ISL,1987,49739.76
Iceland,ISL,1988,52055.934
Iceland,ISL,1989,52119.582
Iceland,ISL,1990,51309.305
Iceland,ISL,1991,50544.133
Iceland,ISL,1992,51209.395
Iceland,ISL,1993,52710.91
Iceland,ISL,1994,52837.965
Iceland,ISL,1995,54720.58
Iceland,ISL,1996,55940.254
Iceland,ISL,1997,60578.637
Iceland,ISL,1998,67290.055
Iceland,ISL,1999,75956.64
Iceland,ISL,2000,80049.31
Iceland,ISL,2001,82031.25
Iceland,ISL,2002,84617.15
Iceland,ISL,2003,84362.55
Iceland,ISL,2004,84318.19
Iceland,ISL,2005,82979.54
Iceland,ISL,2006,91846.44
Iceland,ISL,2007,107263.086
Iceland,ISL,2008,144184.89
Iceland,ISL,2009,145837.69
Iceland,ISL,2010,147146.22
Iceland,ISL,2011,147034.19
Iceland,ISL,2012,148088.92
Iceland,ISL,2013,150644.12
Iceland,ISL,2014,148213.73
Iceland,ISL,2015,151652.61
Iceland,ISL,2016,146732.12
Iceland,ISL,2017,147849.66
Iceland,ISL,2018,147379.52
Iceland,ISL,2019,141148.38
Iceland,ISL,2020,135840.67
Iceland,ISL,2021,137760.1
Iceland,ISL,2022,139506.58
Iceland,ISL,2023,138901.73
India,IND,1965,113.32694
India,IND,1966,115.824585
India,IND,1967,126.87905
India,IND,1968,143.28993
India,IND,1969,155.62456
India,IND,1970,161.43483
India,IND,1971,173.18721
India,IND,1972,164.39464
India,IND,1973,171.17026
India,IND,1974,161.0255
India,IND,1975,188.12329
India,IND,1976,192.50035
India,IND,1977,205.44086
India,IND,1978,249.31245
India,IND,1979,235.12117
India,IND,1980,235.26532
India,IND,1981,245.07672
India,IND,1982,202.19511
India,IND,1983,190.47794
India,IND,1984,208.0737
India,IND,1985,196.36292
India,IND,1986,194.82312
India,IND,1987,177.49026
India,IND,1988,193.70284
India,IND,1989,219.9307
India,IND,1990,225.79642
India,IND,1991,246.60188
India,IND,1992,228.97481
India,IND,1993,226.95499
India,IND,1994,252.8039
India,IND,1995,236.20546
India,IND,1996,212.78905
India,IND,1997,213.18845
India,IND,1998,249.29213
India,IND,1999,243.0435
India,IND,2000,224.94098
India,IND,2001,208.80878
India,IND,2002,194.86937
India,IND,2003,195.34045
India,IND,2004,278.80612
India,IND,2005,268.66437
India,IND,2006,312.2281
India,IND,2007,340.18817
India,IND,2008,327.79486
India,IND,2009,311.08026
India,IND,2010,325.05704
India,IND,2011,389.29126
India,IND,2012,364.86127
India,IND,2013,407.41855
India,IND,2014,430.1023
India,IND,2015,427.94135
India,IND,2016,431.59882
India,IND,2017,475.44302
India,IND,2018,528.0392
India,IND,2019,599.8387
India,IND,2020,615.7434
India,IND,2021,646.11786
India,IND,2022,732.3854
India,IND,2023,734.0731
Indonesia,IDN,1965,53.35356
Indonesia,IDN,1966,67.762695
Indonesia,IDN,1967,74.15791
Indonesia,IDN,1968,89.20525
Indonesia,IDN,1969,90.77246
Indonesia,IDN,1970,107.39981
Indonesia,IDN,1971,34.45164
Indonesia,IDN,1972,30.00725
Indonesia,IDN,1973,36.885674
Indonesia,IDN,1974,39.833977
Indonesia,IDN,1975,40.73416
Indonesia,IDN,1976,23.31493
Indonesia,IDN,1977,37.821854
Indonesia,IDN,1978,26.367352
Indonesia,IDN,1979,28.630209
Indonesia,IDN,1980,25.311264
Indonesia,IDN,1981,24.639542
Indonesia,IDN,1982,26.26611
Indonesia,IDN,1983,38.597668
Indonesia,IDN,1984,41.217243
Indonesia,IDN,1985,49.342896
Indonesia,IDN,1986,77.88241
Indonesia,IDN,1987,78.59604
Indonesia,IDN,1988,84.7185
Indonesia,IDN,1989,103.77135
Indonesia,IDN,1990,122.957115
Indonesia,IDN,1991,134.29495
Indonesia,IDN,1992,167.60371
Indonesia,IDN,1993,153.28276
Indonesia,IDN,1994,144.44958
Indonesia,IDN,1995,155.45409
Indonesia,IDN,1996,162.59505
Indonesia,IDN,1997,122.59944
Indonesia,IDN,1998,192.30252
Indonesia,IDN,1999,198.46576
Indonesia,IDN,2000,202.93962
Indonesia,IDN,2001,236.06888
Indonesia,IDN,2002,211.17046
Indonesia,IDN,2003,196.92096
Indonesia,IDN,2004,204.9815
Indonesia,IDN,2005,213.7712
Indonesia,IDN,2006,196.97234
Indonesia,IDN,2007,218.11327
Indonesia,IDN,2008,231.61871
Indonesia,IDN,2009,240.30037
Indonesia,IDN,2010,309.71075
Indonesia,IDN,2011,254.9908
Indonesia,IDN,2012,267.1695
Indonesia,IDN,2013,319.26468
Indonesia,IDN,2014,330.83853
Indonesia,IDN,2015,281.21436
Indonesia,IDN,2016,407.95157
Indonesia,IDN,2017,407.01605
Indonesia,IDN,2018,627.34375
Indonesia,IDN,2019,706.2809
Indonesia,IDN,2020,813.24945
Indonesia,IDN,2021,872.97144
Indonesia,IDN,2022,1003.0338
Indonesia,IDN,2023,1056.854
Iran,IRN,1965,206.08473
Iran,IRN,1966,215.06897
Iran,IRN,1967,225.02487
Iran,IRN,1968,235.34503
Iran,IRN,1969,246.2945
Iran,IRN,1970,257.69037
Iran,IRN,1971,269.1863
Iran,IRN,1972,343.7199
Iran,IRN,1973,283.02673
Iran,IRN,1974,302.78024
Iran,IRN,1975,308.6364
Iran,IRN,1976,335.18826
Iran,IRN,1977,336.1031
Iran,IRN,1978,510.1094
Iran,IRN,1979,427.81784
Iran,IRN,1980,428.47214
Iran,IRN,1981,445.2223
Iran,IRN,1982,444.9306
Iran,IRN,1983,420.28845
Iran,IRN,1984,379.19778
Iran,IRN,1985,369.04367
Iran,IRN,1986,426.199
Iran,IRN,1987,457.2841
Iran,IRN,1988,467.90366
Iran,IRN,1989,371.07925
Iran,IRN,1990,391.18335
Iran,IRN,1991,285.90417
Iran,IRN,1992,458.39993
Iran,IRN,1993,521.22406
Iran,IRN,1994,339.93735
Iran,IRN,1995,404.82108
Iran,IRN,1996,423.1102
Iran,IRN,1997,281.16714
Iran,IRN,1998,348.90384
Iran,IRN,1999,237.47733
Iran,IRN,2000,172.22386
Iran,IRN,2001,183.10599
Iran,IRN,2002,348.65805
Iran,IRN,2003,410.36798
Iran,IRN,2004,499.84552
Iran,IRN,2005,592.3636
Iran,IRN,2006,743.90515
Iran,IRN,2007,707.6928
Iran,IRN,2008,292.58664
Iran,IRN,2009,261.20392
Iran,IRN,2010,384.20227
Iran,IRN,2011,394.67236
Iran,IRN,2012,454.31564
Iran,IRN,2013,516.40894
Iran,IRN,2014,500.05493
Iran,IRN,2015,441.6515
Iran,IRN,2016,501.5935
Iran,IRN,2017,556.3217
Iran,IRN,2018,334.95282
Iran,IRN,2019,1069.1495
Iran,IRN,2020,750.42755
Iran,IRN,2021,463.34012
Iran,IRN,2022,470.3689
Iran,IRN,2023,721.85126
Iraq,IRQ,1965,25.281275
Iraq,IRQ,1966,32.08258
Iraq,IRQ,1967,35.444904
Iraq,IRQ,1968,41.39033
Iraq,IRQ,1969,44.126945
Iraq,IRQ,1970,51.94559
Iraq,IRQ,1971,58.23746
Iraq,IRQ,1972,56.28437
Iraq,IRQ,1973,78.873795
Iraq,IRQ,1974,105.20151
Iraq,IRQ,1975,117.33648
Iraq,IRQ,1976,113.110985
Iraq,IRQ,1977,134.97015
Iraq,IRQ,1978,163.30693
Iraq,IRQ,1979,230.59177
Iraq,IRQ,1980,149.4373
Iraq,IRQ,1981,128.22415
Iraq,IRQ,1982,122.631454
Iraq,IRQ,1983,119.043526
Iraq,IRQ,1984,117.3024
Iraq,IRQ,1985,114.496605
Iraq,IRQ,1986,109.86924
Iraq,IRQ,1987,463.1982
Iraq,IRQ,1988,452.58212
Iraq,IRQ,1989,440.76984
Iraq,IRQ,1990,778.7111
Iraq,IRQ,1991,355.43817
Iraq,IRQ,1992,839.388
Iraq,IRQ,1993,944.25494
Iraq,IRQ,1994,912.4109
Iraq,IRQ,1995,1004.96643
Iraq,IRQ,1996,886.7652
Iraq,IRQ,1997,875.0232
Iraq,IRQ,1998,794.939
Iraq,IRQ,1999,441.803
Iraq,IRQ,2000,383.7873
Iraq,IRQ,2001,427.62973
Iraq,IRQ,2002,506.9445
Iraq,IRQ,2003,509.54187
Iraq,IRQ,2004,594.756
Iraq,IRQ,2005,488.28113
Iraq,IRQ,2006,491.2794
Iraq,IRQ,2007,450.50223
Iraq,IRQ,2008,281.98654
Iraq,IRQ,2009,260.95117
Iraq,IRQ,2010,320.93256
Iraq,IRQ,2011,289.6427
Iraq,IRQ,2012,356.00873
Iraq,IRQ,2013,357.5601
Iraq,IRQ,2014,213.24683
Iraq,IRQ,2015,185.68336
Iraq,IRQ,2016,237.17871
Iraq,IRQ,2017,150.01314
Iraq,IRQ,2018,143.02238
Iraq,IRQ,2019,338.65244
Iraq,IRQ,2020,280.1247
Iraq,IRQ,2021,223.73811
Iraq,IRQ,2022,180.04878
Iraq,IRQ,2023,217.49973
Ireland,IRL,1965,976.5701
Ireland,IRL,1966,875.63556
Ireland,IRL,1967,823.13763
Ireland,IRL,1968,782.7576
Ireland,IRL,1969,589.4328
Ireland,IRL,1970,807.7536
Ireland,IRL,1971,463.25537
Ireland,IRL,1972,673.19196
Ireland,IRL,1973,617.70984
Ireland,IRL,1974,751.9066
Ireland,IRL,1975,490.05035
Ireland,IRL,1976,547.1035
Ireland,IRL,1977,676.2443
Ireland,IRL,1978,624.21423
Ireland,IRL,1979,728.4445
Ireland,IRL,1980,730.10254
Ireland,IRL,1981,743.0562
Ireland,IRL,1982,687.5525
Ireland,IRL,1983,663.455
Ireland,IRL,1984,581.2185
Ireland,IRL,1985,706.28046
Ireland,IRL,1986,772.7663
Ireland,IRL,1987,577.4528
Ireland,IRL,1988,737.33856
Ireland,IRL,1989,592.36285
Ireland,IRL,1990,591.335
Ireland,IRL,1991,629.3969
Ireland,IRL,1992,688.8869
Ireland,IRL,1993,650.4948
Ireland,IRL,1994,780.08264
Ireland,IRL,1995,602.22437
Ireland,IRL,1996,627.31604
Ireland,IRL,1997,662.42456
Ireland,IRL,1998,945.94226
Ireland,IRL,1999,899.2705
Ireland,IRL,2000,935.68726
Ireland,IRL,2001,794.4643
Ireland,IRL,2002,1040.8417
Ireland,IRL,2003,840.10944
Ireland,IRL,2004,1004.79016
Ireland,IRL,2005,1314.3755
Ireland,IRL,2006,1677.2631
Ireland,IRL,2007,1880.2827
Ireland,IRL,2008,2421.0295
Ireland,IRL,2009,2769.064
Ireland,IRL,2010,2548.9878
Ireland,IRL,2011,3559.37
Ireland,IRL,2012,3415.1387
Ireland,IRL,2013,3645.24
Ireland,IRL,2014,4086.3743
Ireland,IRL,2015,4890.8706
Ireland,IRL,2016,4615.3184
Ireland,IRL,2017,5424.8237
Ireland,IRL,2018,6047.6826
Ireland,IRL,2019,6891.831
Ireland,IRL,2020,7660.4893
Ireland,IRL,2021,6617.04
Ireland,IRL,2022,7417.873
Ireland,IRL,2023,7972.4355
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,1.5494769
Israel,ISR,1982,1.5191917
Israel,ISR,1983,0.74313307
Israel,ISR,1984,1.4505692
Israel,ISR,1985,1.4139162
Israel,ISR,1986,4.1304393
Israel,ISR,1987,6.702122
Israel,ISR,1988,6.519819
Israel,ISR,1989,1.9008759
Israel,ISR,1990,1.8468666
Israel,ISR,1991,3.5894365
Israel,ISR,1992,16.882502
Israel,ISR,1993,14.748051
Israel,ISR,1994,12.721117
Israel,ISR,1995,13.49302
Israel,ISR,1996,12.644612
Israel,ISR,1997,12.871516
Israel,ISR,1998,12.594713
Israel,ISR,1999,16.279457
Israel,ISR,2000,14.98567
Israel,ISR,2001,9.418997
Israel,ISR,2002,33.133995
Israel,ISR,2003,37.768528
Israel,ISR,2004,35.70604
Israel,ISR,2005,43.711327
Israel,ISR,2006,25.012993
Israel,ISR,2007,22.565546
Israel,ISR,2008,26.166534
Israel,ISR,2009,54.433754
Israel,ISR,2010,83.25127
Israel,ISR,2011,133.4313
Israel,ISR,2012,195.992
Israel,ISR,2013,212.95096
Israel,ISR,2014,349.52112
Israel,ISR,2015,464.92905
Israel,ISR,2016,634.7708
Israel,ISR,2017,635.0917
Israel,ISR,2018,688.934
Israel,ISR,2019,1075.5115
Israel,ISR,2020,1384.2229
Israel,ISR,2021,1693.857
Israel,ISR,2022,1934.9491
Israel,ISR,2023,2383.3525
Italy,ITA,1965,2598.4353
Italy,ITA,1966,2679.9512
Italy,ITA,1967,2588.5369
Italy,ITA,1968,2597.4805
Italy,ITA,1969,2507.766
Italy,ITA,1970,2473.793
Italy,ITA,1971,2387.3337
Italy,ITA,1972,2472.4778
Italy,ITA,1973,2249.9158
Italy,ITA,1974,2272.5486
Italy,ITA,1975,2416.6353
Italy,ITA,1976,2294.987
Italy,ITA,1977,2915.3333
Italy,ITA,1978,2609.2537
Italy,ITA,1979,2625.048
Italy,ITA,1980,2582.6516
Italy,ITA,1981,2430.088
Italy,ITA,1982,2348.0908
Italy,ITA,1983,2339.282
Italy,ITA,1984,2392.348
Italy,ITA,1985,2288.4683
Italy,ITA,1986,2298.7302
Italy,ITA,1987,2226.324
Italy,ITA,1988,2291.1963
Italy,ITA,1989,1943.7927
Italy,ITA,1990,1811.8582
Italy,ITA,1991,2364.731
Italy,ITA,1992,2374.3494
Italy,ITA,1993,2344.1868
Italy,ITA,1994,2501.0742
Italy,ITA,1995,2148.726
Italy,ITA,1996,2395.758
Italy,ITA,1997,2394.2917
Italy,ITA,1998,2408.1235
Italy,ITA,1999,2660.0537
Italy,ITA,2000,2636.9468
Italy,ITA,2001,2800.0916
Italy,ITA,2002,2472.832
Italy,ITA,2003,2373.115
Italy,ITA,2004,2742.256
Italy,ITA,2005,2432.205
Italy,ITA,2006,2522.5317
Italy,ITA,2007,2350.8257
Italy,ITA,2008,2922.4087
Italy,ITA,2009,3504.1128
Italy,ITA,2010,3891.7666
Italy,ITA,2011,4141.5615
Italy,ITA,2012,4574.9106
Italy,ITA,2013,5426.9326
Italy,ITA,2014,5766.9365
Italy,ITA,2015,5275.722
Italy,ITA,2016,5222.191
Italy,ITA,2017,5028.5605
Italy,ITA,2018,5487.9443
Italy,ITA,2019,5442.3965
Italy,ITA,2020,5562.403
Italy,ITA,2021,5546.8013
Italy,ITA,2022,4810.0605
Italy,ITA,2023,5407.888
Japan,JPN,1965,2261.3953
Japan,JPN,1966,2335.4666
Japan,JPN,1967,1996.5122
Japan,JPN,1968,2112.3555
Japan,JPN,1969,2140.295
Japan,JPN,1970,2121.5364
Japan,JPN,1971,2337.7522
Japan,JPN,1972,2331.7708
Japan,JPN,1973,1806.9247
Japan,JPN,1974,2208.429
Japan,JPN,1975,2203.5498
Japan,JPN,1976,2184.5364
Japan,JPN,1977,1893.319
Japan,JPN,1978,1808.8036
Japan,JPN,1979,2071.4736
Japan,JPN,1980,2245.928
Japan,JPN,1981,2215.127
Japan,JPN,1982,2286.9673
Japan,JPN,1983,2369.8528
Japan,JPN,1984,2074.921
Japan,JPN,1985,2353.6116
Japan,JPN,1986,2321.4482
Japan,JPN,1987,2190.8325
Japan,JPN,1988,2585.8662
Japan,JPN,1989,2638.1418
Japan,JPN,1990,2365.1687
Japan,JPN,1991,2544.872
Japan,JPN,1992,2201.1382
Japan,JPN,1993,2485.3137
Japan,JPN,1994,1859.2572
Japan,JPN,1995,2213.435
Japan,JPN,1996,2193.21
Japan,JPN,1997,2436.2017
Japan,JPN,1998,2487.7512
Japan,JPN,1999,2370.0288
Japan,JPN,2000,2376.5256
Japan,JPN,2001,2295.115
Japan,JPN,2002,2287.5413
Japan,JPN,2003,2580.3306
Japan,JPN,2004,2570.3347
Japan,JPN,2005,2347.601
Japan,JPN,2006,2594.0718
Japan,JPN,2007,2300.296
Japan,JPN,2008,2291.3584
Japan,JPN,2009,2176.5425
Japan,JPN,2010,2639.0637
Japan,JPN,2011,2523.1682
Japan,JPN,2012,2470.731
Japan,JPN,2013,2666.4824
Japan,JPN,2014,2947.6638
Japan,JPN,2015,3388.09
Japan,JPN,2016,3320.173
Japan,JPN,2017,3556.511
Japan,JPN,2018,3812.9421
Japan,JPN,2019,3841.9983
Japan,JPN,2020,4210.3867
Japan,JPN,2021,4555.1616
Japan,JPN,2022,4686.357
Japan,JPN,2023,4934.278
Kazakhstan,KAZ,1985,999.6104
Kazakhstan,KAZ,1986,899.39844
Kazakhstan,KAZ,1987,1054.5575
Kazakhstan,KAZ,1988,1258.2485
Kazakhstan,KAZ,1989,1290.7751
Kazakhstan,KAZ,1990,1291.3815
Kazakhstan,KAZ,1991,1252.8291
Kazakhstan,KAZ,1992,1191.2332
Kazakhstan,KAZ,1993,1328.5789
Kazakhstan,KAZ,1994,1620.7056
Kazakhstan,KAZ,1995,1498.9773
Kazakhstan,KAZ,1996,1342.7499
Kazakhstan,KAZ,1997,1214.7246
Kazakhstan,KAZ,1998,1173.489
Kazakhstan,KAZ,1999,1188.513
Kazakhstan,KAZ,2000,1461.5948
Kazakhstan,KAZ,2001,1553.578
Kazakhstan,KAZ,2002,1691.5814
Kazakhstan,KAZ,2003,1622.4109
Kazakhstan,KAZ,2004,1495.7239
Kazakhstan,KAZ,2005,1436.799
Kazakhstan,KAZ,2006,1396.9316
Kazakhstan,KAZ,2007,1443.5486
Kazakhstan,KAZ,2008,1294.2626
Kazakhstan,KAZ,2009,1171.2554
Kazakhstan,KAZ,2010,1339.065
Kazakhstan,KAZ,2011,1289.527
Kazakhstan,KAZ,2012,1224.8386
Kazakhstan,KAZ,2013,1215.5209
Kazakhstan,KAZ,2014,1274.6552
Kazakhstan,KAZ,2015,1426.4626
Kazakhstan,KAZ,2016,1774.9178
Kazakhstan,KAZ,2017,1692.1359
Kazakhstan,KAZ,2018,1556.4642
Kazakhstan,KAZ,2019,1559.864
Kazakhstan,KAZ,2020,1651.3495
Kazakhstan,KAZ,2021,1715.7832
Kazakhstan,KAZ,2022,1786.0853
Kazakhstan,KAZ,2023,1909.092
Kuwait,KWT,1965,0
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Latvia,LVA,1985,3317.3572
Latvia,LVA,1986,3324.7288
Latvia,LVA,1987,4078.564
Latvia,LVA,1988,3298.0244
Latvia,LVA,1989,3959.1714
Latvia,LVA,1990,4943.345
Latvia,LVA,1991,3614.874
Latvia,LVA,1992,2799.4336
Latvia,LVA,1993,3222.6824
Latvia,LVA,1994,3749.4663
Latvia,LVA,1995,3379.0547
Latvia,LVA,1996,2171.4016
Latvia,LVA,1997,3496.726
Latvia,LVA,1998,5185.4395
Latvia,LVA,1999,3362.3794
Latvia,LVA,2000,3490.245
Latvia,LVA,2001,3535.4985
Latvia,LVA,2002,3119.3333
Latvia,LVA,2003,2958.3645
Latvia,LVA,2004,4074.1118
Latvia,LVA,2005,4398.7793
Latvia,LVA,2006,3621.0515
Latvia,LVA,2007,3691.251
Latvia,LVA,2008,4214.8496
Latvia,LVA,2009,4699.3184
Latvia,LVA,2010,4962.717
Latvia,LVA,2011,4250.5703
Latvia,LVA,2012,5653.565
Latvia,LVA,2013,4978.0864
Latvia,LVA,2014,4023.632
Latvia,LVA,2015,4099.644
Latvia,LVA,2016,5013.796
Latvia,LVA,2017,7752.4414
Latvia,LVA,2018,5276.167
Latvia,LVA,2019,4876.5537
Latvia,LVA,2020,5605.3623
Latvia,LVA,2021,5755.9478
Latvia,LVA,2022,5698.224
Latvia,LVA,2023,7015.9004
Lithuania,LTU,1985,316.66458
Lithuania,LTU,1986,307.04315
Lithuania,LTU,1987,287.1337
Lithuania,LTU,1988,302.7329
Lithuania,LTU,1989,301.31775
Lithuania,LTU,1990,323.3602
Lithuania,LTU,1991,263.4719
Lithuania,LTU,1992,242.27731
Lithuania,LTU,1993,306.74066
Lithuania,LTU,1994,354.4816
Lithuania,LTU,1995,294.33618
Lithuania,LTU,1996,258.9932
Lithuania,LTU,1997,236.08559
Lithuania,LTU,1998,336.39606
Lithuania,LTU,1999,336.87692
Lithuania,LTU,2000,278.72418
Lithuania,LTU,2001,270.3919
Lithuania,LTU,2002,296.86032
Lithuania,LTU,2003,278.174
Lithuania,LTU,2004,363.64935
Lithuania,LTU,2005,402.04633
Lithuania,LTU,2006,443.1914
Lithuania,LTU,2007,696.34875
Lithuania,LTU,2008,753.9841
Lithuania,LTU,2009,801.52673
Lithuania,LTU,2010,990.6721
Lithuania,LTU,2011,1180.2273
Lithuania,LTU,2012,1320.197
Lithuania,LTU,2013,1649.6212
Lithuania,LTU,2014,1675.9033
Lithuania,LTU,2015,1867.9938
Lithuania,LTU,2016,2214.488
Lithuania,LTU,2017,2704.2708
Lithuania,LTU,2018,2446.4866
Lithuania,LTU,2019,2694.912
Lithuania,LTU,2020,2940.9255
Lithuania,LTU,2021,3132.0415
Lithuania,LTU,2022,3526.1672
Lithuania,LTU,2023,4261.0073
Lower-middle-income countries,,1965,75.819115
Lower-middle-income countries,,1966,76.46604
Lower-middle-income countries,,1967,82.83129
Lower-middle-income countries,,1968,94.71192
Lower-middle-income countries,,1969,103.38336
Lower-middle-income countries,,1970,107.973206
Lower-middle-income countries,,1971,115.72419
Lower-middle-income countries,,1972,114.264175
Lower-middle-income countries,,1973,115.55966
Lower-middle-income countries,,1974,112.35723
Lower-middle-income countries,,1975,126.56395
Lower-middle-income countries,,1976,133.01112
Lower-middle-income countries,,1977,141.10371
Lower-middle-income countries,,1978,170.41359
Lower-middle-income countries,,1979,163.98013
Lower-middle-income countries,,1980,168.27669
Lower-middle-income countries,,1981,176.29254
Lower-middle-income countries,,1982,158.13754
Lower-middle-income countries,,1983,153.1712
Lower-middle-income countries,,1984,164.30046
Lower-middle-income countries,,1985,185.89226
Lower-middle-income countries,,1986,181.5996
Lower-middle-income countries,,1987,178.45901
Lower-middle-income countries,,1988,192.11702
Lower-middle-income countries,,1989,200.01372
Lower-middle-income countries,,1990,205.71269
Lower-middle-income countries,,1991,212.02403
Lower-middle-income countries,,1992,203.72682
Lower-middle-income countries,,1993,213.7527
Lower-middle-income countries,,1994,223.83841
Lower-middle-income countries,,1995,216.08551
Lower-middle-income countries,,1996,210.08505
Lower-middle-income countries,,1997,196.7571
Lower-middle-income countries,,1998,227.58865
Lower-middle-income countries,,1999,224.21596
Lower-middle-income countries,,2000,207.12003
Lower-middle-income countries,,2001,202.72585
Lower-middle-income countries,,2002,196.8986
Lower-middle-income countries,,2003,203.48482
Lower-middle-income countries,,2004,242.77753
Lower-middle-income countries,,2005,240.91016
Lower-middle-income countries,,2006,266.61276
Lower-middle-income countries,,2007,276.7358
Lower-middle-income countries,,2008,259.96738
Lower-middle-income countries,,2009,256.62842
Lower-middle-income countries,,2010,266.00076
Lower-middle-income countries,,2011,299.1329
Lower-middle-income countries,,2012,280.73038
Lower-middle-income countries,,2013,327.82675
Lower-middle-income countries,,2014,331.5891
Lower-middle-income countries,,2015,323.07767
Lower-middle-income countries,,2016,334.64215
Lower-middle-income countries,,2017,370.7428
Lower-middle-income countries,,2018,386.1735
Lower-middle-income countries,,2019,429.1713
Lower-middle-income countries,,2020,441.99045
Lower-middle-income countries,,2021,468.1712
Lower-middle-income countries,,2022,515.0119
Lower-middle-income countries,,2023,516.0008
Luxembourg,LUX,1965,774.7873
Luxembourg,LUX,1966,690.2082
Luxembourg,LUX,1967,773.3071
Luxembourg,LUX,1968,786.3383
Luxembourg,LUX,1969,681.7773
Luxembourg,LUX,1970,751.2329
Luxembourg,LUX,1971,421.35257
Luxembourg,LUX,1972,490.96448
Luxembourg,LUX,1973,429.603
Luxembourg,LUX,1974,630.60834
